Puzzle,Givens,Singles,Hidden Singles,Naked Pairs,Hidden Pairs,Pointing Pairs/Triples,Box/Line Intersections,Guesses,Backtracks,Difficulty,
..1.86..3.64..1.5.3...42.......7..6.......7.2.72...8.4..3.5..41........5......28.,26,48,7,1,0,0,0,0,0,Intermediate,
27...........36...........64...21.3........12..17..48.98764.....4...7......91...3,25,30,26,1,0,0,0,0,0,Intermediate,
....2.4.145..1.3..62..5..9.....7..2...........49..36...3.......1.76..23.......7..,24,50,7,1,0,0,0,0,0,Intermediate,
64.8....1..2.......1....6.....18.4..82...4.93.7.9.3..2.9.4...7............67..3.9,26,53,2,1,0,0,0,0,0,Intermediate,
596........853..4.........1...6...93..975.1.4.1.3...6.34..9...8.8..........1....5,26,41,14,2,0,0,0,0,0,Intermediate,
.3..6.54...9.5......8.......4.539..8......3...6...4.....6...9...7.1...36...8..17.,24,40,17,1,0,2,0,0,0,Intermediate,
59....1....2....3.671..2...7.........4......3..95.147....34............7217.....9,24,39,18,1,0,3,0,0,0,Intermediate,
......2..8.92..41.......9.36.7..3......18....1..4.....79..4..6..683.....4..9.1...,25,50,6,1,0,0,0,0,0,Intermediate,
.31.9.85.....1.....4.385.....5.3..14.......2.4........9.8.2.5.625..4..93...9...8.,28,41,12,3,0,0,0,0,0,Intermediate,
.....2.59....6.8....8..91.2.4.......2...85..1.9....287.8.7.492....95.......6...7.,27,43,11,1,0,0,0,0,0,Intermediate,
36..7.....25.4...1...3......1423.8.6.8.........7........34.6..7....58..3.46.1..5.,27,42,12,4,0,0,0,0,0,Intermediate,
.36.4......4......1............698.2...8..59.5..1......286..14.3............2..36,23,46,12,2,0,0,0,0,0,Intermediate,
...........7.1..5..685..4........9.485.3...1.93........934..78568.1....3.........,25,42,14,5,0,0,0,0,0,Intermediate,
3156.2............264.3....1...4.8.6.83.1....67.......5.....17..2...76.....3...2.,26,44,11,5,0,0,0,0,0,Intermediate,
.2..8.139.....5..........489...3..5...3..6...5...........6.24....4....8..62.9....,22,41,18,4,0,0,0,0,0,Intermediate,
59.....4.2..67...54....97....42.195.....67..........16...9..82............2.8.164,27,41,13,1,0,0,0,0,0,Intermediate,
9....1.8.7...62.1..61.4..25...9......54.8............2.....6.7468..........29..6.,25,45,11,3,0,0,0,0,0,Intermediate,
.13..9.....42....7....8...2...3..7.4...85.2...7...1.35..71....8..............8413,25,38,18,2,0,1,2,0,0,Intermediate,
...9.......683..5.......41.95.6....3......9...73....6...1....38.4......53.7..6.4.,24,40,17,5,0,2,1,0,0,Intermediate,
...2..35.1..89........6...4.1......5......1..6.5.....2.....2.8...834.9....961...3,24,46,11,1,0,0,0,0,0,Intermediate,
.9.3.28...148..........61...71....26......4.8..29....74......3.263....9...7......,25,46,10,1,0,1,0,0,0,Intermediate,
...68.7..8...371...4.1....8....6...1...2..4..23....9...8..4..9..1.9.28........2.7,26,49,6,1,0,0,0,0,0,Intermediate,
5.....8.4..9....75..74.6.......3....7....8.....49..3.8.83...9..26.............42.,23,39,19,1,0,0,0,0,0,Intermediate,
715..4.9....7.9.6..8...5..1...4..8...6......2......14.2...6........7.92.97.......,24,40,17,1,0,0,0,0,0,Intermediate,
.1......39...7......3..87...4..15.69..196........84....9.....4.635.....7..7.....5,25,41,15,2,0,0,0,0,0,Intermediate,
.8...42..5...18.7991.2....41.5.8..........96.....7....7...9.8..2.........4...2.16,26,33,22,1,0,1,0,0,0,Intermediate,
7.1......8657..........84....74...1........2...4.19.5.......9...29.6....6..5.7..2,24,44,13,4,0,0,0,0,0,Intermediate,
9.........7.2....3..8..4..6..4.8.3....6..241.21...6....678.1......79......1......,24,37,20,1,0,0,0,0,0,Intermediate,
1......57...6..12.73...8.6.2.........732....5...41.6.......42......63..........4.,23,37,21,1,0,0,0,0,0,Intermediate,
.9..2........3..414..1...7.7.....4.2.....971.....4..6.9.63.............32.5.16...,24,42,15,4,1,0,1,0,0,Intermediate,
.3241.9...9...5327.8...........3.........2.94.2.1.8.5......1.72...........4.5...8,25,42,14,2,0,0,0,0,0,Intermediate,
2...4.61..5..7.....7.3....4....2.......6...7.....14..2...5..8..78....4.3.......21,23,40,18,1,0,0,0,0,0,Intermediate,
.1.5.....4......53.7.346.....2.....7.3...762...7.645......38......41..6.5...7..8.,27,35,19,1,0,2,0,0,0,Intermediate,
...5.42..2...89.54....3..897....8.3.9..7......2...3..1453....7881................,26,46,9,1,0,0,0,0,0,Intermediate,
.2.1..57.....73.9......94.11..9.........659...6.3.2...4..7...2..7.5..1........76.,26,48,7,2,0,0,0,0,0,Intermediate,
..7.42......1.8.6........9..2.4..3.....3.6...8....92....8.3.....39..1.2...6.748.3,26,38,17,1,0,0,0,0,0,Intermediate,
.5......9.392..78.8..3..2...4........9.........19.8..7....9..34...41....78...2...,24,42,15,1,0,0,0,0,0,Intermediate,
..5..41..9...3...7.1........685......4.1..69...7..84.3.....7.6.....5.78.4........,24,44,13,2,0,0,0,0,0,Intermediate,
.6.9.7.2..182....6..9..517.8..6....4..1..4...2.....9.....5..64.......2......8..59,26,46,9,4,0,0,1,0,0,Intermediate,
...149.....3.6.....6.....7....9.2..7791....2...4...3.5.15.9.4....7..4.3.3........,25,40,16,2,0,0,0,0,0,Intermediate,
8...2.9..1....9.63.56...1......8..5.5.2....3..8........6...17....9..5..2...9.....,23,39,19,0,0,1,0,0,0,Intermediate,
.5..48.9....9.........76....2...1.58.6....12.....8..46......2..6..8.5.79.916.2...,27,44,10,2,0,0,0,0,0,Intermediate,
4.........9..4.3.13.8..........539...6.....8.75.1..43...1......8.9..4......51.7..,24,49,8,3,0,0,0,0,0,Intermediate,
.73...8........5.......46.9....89..3.1...5....4......1.3479.....6.4........8.6..7,23,37,21,1,0,0,0,0,0,Intermediate,
......4.......3619.1..9..2...47..3..8.34.9..77.18...4.........2...9.473......1.9.,27,37,17,4,0,1,0,0,0,Intermediate,
..64...2.........59.238..14.........869.2........13...4....8.......4.9.313..652..,26,40,15,1,0,0,0,0,0,Intermediate,
........3..8..9.....967.....31..4.9..24.37.8.8..9.....4...2..3.1.......82..413.6.,27,33,21,4,0,0,0,0,0,Intermediate,
82...5...9.........75...........8..5.425.638.....734.2.3.8...9..8.7....47.4..9...,27,45,9,0,0,1,0,0,0,Intermediate,
2....1.6.15.....4.4..56..9....82.......3.6..4..2..4.86....1...3....3...8..4.52...,26,40,15,1,2,3,0,0,0,Intermediate,
.1......82...6...75.3.......38.1....72....3..14...85.6..6..78.5............641...,25,49,7,2,1,0,0,0,0,Intermediate,
7...58..2.4.9......12.7.98.387..4..1.5..........1.....4.....7....3...2.8...297...,26,41,14,1,0,2,0,0,0,Intermediate,
...78...6.....352........3..5.3.4..89.4...........53....5.3.26..2.5.9...7.84.....,25,34,22,2,0,3,0,0,0,Intermediate,
..8.19...7...3......5..2....9...4..8..49.37......7..1....85.37...........2....9.1,23,46,12,1,0,1,0,0,0,Intermediate,
9.....85...7..5...3....9..1..8....2.17..2......5.876..2.1.9.......5.8....9671....,26,43,12,1,1,0,0,0,0,Intermediate,
.1..5.86...63147.......64.28...35.7.3...7...8..46......4..87....7.1........5.....,27,37,17,0,0,1,0,0,0,Intermediate,
349..8..............8.9.5.6............2.4...28.6.....9.....43...53..12...4.1.9..,23,39,19,1,0,0,0,0,0,Intermediate,
.3..4.........21...1..9....3.418.2.92..6..........48..9.....4..1....5.836..43....,25,52,4,0,0,1,0,0,0,Intermediate,
3..5....285.6..4..1.2.43..8..1...8......865.9...1.9....9..2.1.....8..2....3.6....,27,40,14,0,0,1,0,0,0,Intermediate,
.3.......5....6..12.1....5............8.9.....564...18.1...8..36..52..8...3..1.65,25,27,29,1,0,1,0,0,0,Intermediate,
.........6..7...51....3.9.....89....74...53..8...........18...61.64.....5..3..7.8,23,38,20,2,0,0,0,0,0,Intermediate,
49.....5.....3..18..15.6..3....53....24........9....2......21896..9.1......48....,25,41,15,1,0,0,0,0,0,Intermediate,
4..1..37..59........7.........29.4..8..3..71.9..5....3.....45......3....3.498....,24,43,14,1,0,0,0,0,0,Intermediate,
......8....29.1....6.2.5...1..........98..364.....3.5....59...2....4..8.4...286.1,25,41,15,4,0,0,0,0,0,Intermediate,
.1..4..8595..6....28.1..4.9.............5.2.65...21....91....2.62...31.....8.....,26,40,15,0,0,1,0,0,0,Intermediate,
..6..4....9.......5.36..9....5......764..........83..6.....54....9.6.3.5..1.986.7,25,44,12,2,1,3,1,0,0,Intermediate,
7....6.94.6...75..432.....7...74.........9......8.5.....5.92..6...5..3.2.2..647..,27,36,18,1,0,0,0,0,0,Intermediate,
..42.3..77......6.6...74.....238.7...59.2.63.......2........593.6.9..........8...,25,37,19,0,0,3,0,0,0,Intermediate,
8..69..2426.7.8.....725....9...6..51.....4..8.............2...6....7.549..4.8....,26,44,11,1,0,0,0,0,0,Intermediate,
.49.2.5......9..34......7...1....2897..4..1...8.......1..8...7..5....9.3...7.....,23,36,22,1,0,0,0,0,0,Intermediate,
952....1..84...7251.....6..29..45.8.5....6..9........1829..74..7...........5.....,27,48,6,3,0,0,0,0,0,Intermediate,
2.1....8.6...9.1.778.....5.1.9.7.....4......5....8..1.86..5.......7....2.1.....69,25,39,17,1,0,0,0,0,0,Intermediate,
..4.1..2.1....6.7.73....8...1.93..6....4.8..72.......38.........7....9.2492......,25,54,2,1,0,0,0,0,0,Intermediate,
8.5..3..9....6..7...9..143..48.5.3....7.4....65...8...71.8.......691....4........,26,47,8,3,0,0,0,0,0,Intermediate,
4..6.1.29.7..29..1...4......2....6...63...4.........98...1.6......2...37...93..8.,25,44,12,1,1,1,1,0,0,Intermediate,
..2.7...8......5...95.8.73...9.2....1.4....8..8.....1...8..7..52....589...1..3...,25,35,21,1,0,1,0,0,0,Intermediate,
.....891......97....6...4.86.54..8......5......82...47.5791......2.76......5.2...,26,45,10,2,0,1,0,0,0,Intermediate,
..8..5...273..6.............9.7..5.3......29.6...2..7..1.9.....5.6..7....27.1.6..,24,38,19,1,0,1,0,0,0,Intermediate,
....1.4...23.....74..7....82.1......9..8...6..38......6.2.4.7.97...913...4.2..1..,27,44,10,1,0,0,0,0,0,Intermediate,
9.1..34.5...5.....6.....83..5..........6.957.4.....6.187.......1.9....43..3...98.,26,45,10,1,0,0,0,0,0,Intermediate,
6..8..........691........7..23.1....1...6...87...2...92.........1.....878795...31,25,40,16,3,0,0,0,0,0,Intermediate,
...6...5..76..3...1.............17...92.5...............5.17.2.38..256.77..3.68..,25,30,26,4,0,2,0,0,0,Intermediate,
.64..83....84.76..7...9..2.....4.....9...5...4.2......8..75.4.2.4.3..59...6....8.,27,47,7,2,0,0,0,0,0,Intermediate,
71.....2925..7.8..8......13...5.1......3.7.829...28.....8......1..9.5....4.2.3...,27,38,16,1,0,0,0,0,0,Intermediate,
.7.5..3.......2.8...2.64..9..63...7...5...2.4....8.....2..7.......6...3....2.85..,23,31,27,2,0,0,0,0,0,Intermediate,
.3.6189..2..3...1...........7.1.3......5.61....8.7.........56...51.6.7.33..2...9.,26,36,19,0,0,1,0,0,0,Intermediate,
..1.....254.9..7.6.72..195.1..36....29...5....5..14..3........5....4.6.....7.....,26,48,7,1,0,0,0,0,0,Intermediate,
2...3.6.....4.63.7...2...1..5...........8.....2.1..7....87.213.74.6....5.1.5....6,26,40,15,1,0,0,0,0,0,Intermediate,
6.....92...38..4..........3....7...1...9...6.24..86.9......81....7.3......4..168.,24,46,11,2,0,1,0,0,0,Intermediate,
8...64....1...2...4.....7.6.....8.21....2...9...........78....5..5.976.4..6.1..9.,24,44,13,2,2,0,1,0,0,Intermediate,
..152.7.97........2.51...6............829...5..9.4.8.68.7....4..4.91..8.........2,26,50,5,1,0,0,0,0,0,Intermediate,
....9.5....96...4....2.3.1.9.5...4..4....2...67..15..2...56...7....7.6.....3.19..,26,42,13,1,0,0,0,0,0,Intermediate,
.37.....1.1..2......573..2....27.8....1..5.72.2.4.......85.....4...87....6....5..,25,32,24,1,1,1,0,0,0,Intermediate,
...14.......726.........9...14....6.37.5...4.92....15..9...3....5..123...4.6.....,25,36,20,2,0,0,0,0,0,Intermediate,
.7.1....69....5.73..5....2..32.7...4..1.6.....9.4..........215....7.9.....7.3....,24,35,22,1,0,0,0,0,0,Intermediate,
3.......1..7...86...83...7.17...864............3..4...8.4.762.....58.3....2......,24,43,14,2,0,0,0,0,0,Intermediate,
...29..8.5..3....1..35.....31.8......2..........917...73..6.2.8..6...9...85....3.,25,42,14,0,1,4,0,0,0,Intermediate,
..72.9...........654..3...2...3..5.....8562.4......7....498....9.35.28...7...3...,26,41,14,1,0,0,0,0,0,Intermediate,
..2.........982...76......9..6.3.4.......8......29....47....62..18..6.43...7.....,23,45,13,2,0,0,0,0,0,Intermediate,
.71..42..9..1.763...3.......672....93....94......1.....1.872..44..9.............2,26,36,19,3,0,1,0,0,0,Intermediate,
.4.5.6..99..4..8.........6..3.....252....1.....8......39....6.15...4..3.6..3...92,25,43,13,5,0,2,1,0,0,Intermediate,
..1.....95.....2...9...4.......3......5.7.......9.27418......7.7..8.14..4......35,23,37,21,0,0,0,1,0,0,Intermediate,
9..51...2..4...37.67......1.........7...61..........3.265.9....4....59....3..4..7,24,45,12,5,0,0,0,0,0,Intermediate,
9..46.......3..1...35...4.........9.15....62.6..5.........7..6.46...2.......4.7.3,23,33,25,1,0,0,0,0,0,Intermediate,
........32...4.5........2...63..2..85..4....987.3.....6..82.47....5...6....9....2,24,43,14,2,0,0,0,0,0,Intermediate,
.243..91..........1......3..5.6.4..93..9..14...2..8.6....85..2......15...3..2....,25,33,23,2,0,0,0,0,0,Intermediate,
.9.....41..2...58..........9.....6.8...53.4..8...2...3..5.9.1.....24....2..16.89.,25,38,18,2,0,3,0,0,0,Intermediate,
2....7.599.1..8.........81...268...1..3...5........386...............63...8.36.92,25,36,20,2,0,0,0,0,0,Intermediate,
.4..........1..87....875..9.....2.....47..5......9..17.2.5..1..19...34.......4...,23,31,27,0,0,1,0,0,0,Intermediate,
92176..4.6......2..54........8.196.....4..81..4..2.9...........492....6.87...4.9.,28,41,12,1,0,1,0,0,0,Intermediate,
...2....8..1..4.......71.4.2.86...1..4.....9...9.2..7............6.9..31...738..4,24,50,7,1,0,0,0,0,0,Intermediate,
...8..2.53......8...7.....9..5.4.9.7.7.2.......4...5..2...3..9....7....8.9..81..3,24,40,17,2,0,1,0,0,0,Intermediate,
.6.......13874.6..4.5..89..5.4.7..1.8..1.6.................3.79.8.6.......3.....4,25,37,19,3,0,0,0,0,0,Intermediate,
.....612.6...48...3.92.1..........8.4...6.9......3......8....7..7......29...7431.,24,45,12,4,0,0,0,0,0,Intermediate,
.46..5......6...5.28..9..........2.3...572........368......79..7..28..6..2..598..,26,38,17,4,0,5,0,0,0,Intermediate,
4.....6.275...3.1.........7.2....7858..............14.5748.1..3..6...85...12.....,26,49,6,1,0,0,0,0,0,Intermediate,
.8.2.1............7....6.98.21.....6.5...91..9..8...3.....2......6..78.58..69...7,25,40,16,1,0,0,2,0,0,Intermediate,
..1.47...8...9.46.6..8....1.6..7..1......5...7...6.8.4........34...5.....961.3..5,26,48,7,1,0,0,0,0,0,Intermediate,
.85.....2.2.7...9...9.....8..8..7.16.5..8.4..41...6.7..7....1...6...5...........4,24,36,21,0,0,1,0,0,0,Intermediate,
.....3.67....1......9....5..46...1...9...65..3..2..64..7..9.4...3....7....1.2...9,24,36,21,1,0,0,0,0,0,Intermediate,
9.57.......35....8......4..39865...........7.64.........2..65.7..4....2.7..3.2..6,25,42,14,0,0,4,0,0,0,Intermediate,
8.1.......3.9.......574..3..9..3....742....5....5..9.....8.....319..2........4.15,24,42,15,2,0,0,0,0,0,Intermediate,
..8....7...1.9.458.5...2.39...74.2....3.8..94.1...9....2...3...........7..9......,24,37,20,1,0,0,0,0,0,Intermediate,
..1......83.......4.9..86......9.....2634....9.....2.6.82.....7..3....92.....784.,24,44,13,2,0,0,0,0,0,Intermediate,
..6....79.....6.21.9...843.718.........4.........1.3..2.......74813....2...9.....,24,45,12,2,0,0,0,0,0,Intermediate,
.5...3.2.9.8.......76.985.1.2....95.....6..1.......2...9.....6..82.....7.657..3..,26,42,13,2,0,0,0,0,0,Intermediate,
7..34...21.9.6..7....7..86.9.6....4.2..63...9.1........8.......4..92.78.........4,26,39,16,2,0,0,0,0,0,Intermediate,
...1..2.......57.4.4...2.6...6.5..38.....46.7....81......4.31.5.2...8...8..57....,26,38,17,3,0,0,0,0,0,Intermediate,
.73............1.4....32.8.9........74.9..2...364..7...1......83.81...794.....3..,25,42,14,0,0,0,1,0,0,Intermediate,
854.6...3....8..97.6......5.......7..8.5..9..2..83..5.5..........3...2...9...4...,23,44,14,1,0,0,0,0,0,Intermediate,
.........94.65.3..2.53.4.175.......46.....2.9.974......6.5.....4......72....2...6,26,41,14,0,0,1,0,0,0,Intermediate,
.45.9...8.3.4....77...32..52.7.......56.4.2......2..9..6.8.........5....3.....4..,24,40,17,2,0,3,0,0,0,Intermediate,
...49.67..8...654..7..1.98..596..7...........3.1..7...5178........1...9...83.....,27,40,14,3,0,0,0,0,0,Intermediate,
......6....8..4.1....37...5...78........31..72..6..........82....7.4..8.1.2.6....,22,29,30,2,0,0,0,0,0,Intermediate,
.3......5...7...1..5...1784.4..826.7....4......13......6..284.....61..2.........8,25,39,17,1,0,0,1,0,0,Intermediate,
................874..8325.1.....5.1..5......22..7..84...13....873...4.5....9..23.,26,46,9,0,0,2,0,0,0,Intermediate,
..7....8.18.6........5..3...61...75.5..8...........62..2......36.5..9...87.....61,24,37,20,2,0,0,0,0,0,Intermediate,
....6.....27.3......6..27.1..3..........73.85...6581...7..2..38.9..........9..6.7,25,39,17,1,0,1,0,0,0,Intermediate,
..3.8...97..........4.7.5...8..19.46...6..9.596....71..1.......6..5.8...4........,24,44,13,1,0,0,0,0,0,Intermediate,
415....3..29.35....6..........8.15..15..6..........8......1.2.....423..8....59.6.,25,48,8,2,0,0,0,0,0,Intermediate,
..6.3...84.195.6.2.9..1........6...9............8.4.138......5.1.....3.4.6....92.,25,37,19,0,1,1,1,0,0,Intermediate,
....2........5..13.....49.....1..7294..2....8.1...3.5.72....3..8....7..5.9.8....1,25,38,18,1,1,3,0,0,0,Intermediate,
..2......76..8.9..81.......5...786....9.53..2.78..65..3.7.......5...98.....3...5.,26,48,7,0,1,2,0,0,0,Intermediate,
6....3...13...7.......8...13..814........2.3..26..5..8...7..6..2...4.18....32.7..,26,46,9,1,0,0,0,0,0,Intermediate,
.4.....9...8.9.2..2.....6...74.81......26.1.8.....5......157.8.......7...9..48..5,25,48,8,1,0,0,0,0,0,Intermediate,
....3.....3...51.2....8..5..54...6...6.....83.296......1....925.9..2...1....4....,24,43,14,3,0,0,0,0,0,Intermediate,
.....8..9.6.934..8...5......56....1.7....5.8.8...1.6...9..637...........3814...5.,26,31,24,1,0,0,0,0,0,Intermediate,
...68...5.....57.....47.........4.8..87...1......1.2..2.95....1.54.6.9.8.7.2..4..,26,48,7,2,0,1,0,0,0,Intermediate,
.....6..87.48.....2............9...2...27...5....584.3.32.85...86.734...4........,25,38,18,7,0,1,0,0,0,Intermediate,
8...9.3...1...62..56.1.4...9..........5...........89..2..6..5.4..6..18....458..9.,25,43,13,2,0,0,0,0,0,Intermediate,
8.5.......3.5..49274...3.........51......9....1...7.38......3254.8.......9....7..,24,50,7,4,0,3,0,0,0,Intermediate,
.....1......6.2......78.....7.8...25....5...6..94.7...1649...72..2.....99......64,25,48,8,1,0,0,0,0,0,Intermediate,
.1..4...55.4......3...........2....3.9......1251...9.41.73..4......52.67....6.3.9,26,42,13,3,0,0,0,0,0,Intermediate,
15....7.82..81...9......24...79.8..4....5....68.7.............7....291.......4..6,24,47,10,0,0,3,0,0,0,Intermediate,
....837..5....7..43...12.9...12.95.3.3..7.8...2.....71......4.....13.....4......7,26,43,12,2,0,0,0,0,0,Intermediate,
..4.8..9..8...97...1.4.....4...18627...76.........5...79..5.8.6.6..92..5.........,26,46,9,1,0,0,0,0,0,Intermediate,
.8.1.....346.9...2..2.....4..45...3..18..34..2.5...8.....9..16......6....9..2....,25,34,22,2,0,0,0,0,0,Intermediate,
.82......5.1....7.9......3.3.7.8.......7......9....1..7....34.2...59...1.4..1.38.,24,44,13,1,0,3,0,0,0,Intermediate,
89.1......46..71....7.8.2........32..8..72....7.49.6.8..1......769.41...43.......,28,45,8,0,0,1,0,0,0,Intermediate,
....4.6.7......9.3..........6..3.2....1425.3......1....95..24..2.3.6.1.9..61...7.,26,53,2,0,0,2,0,0,0,Intermediate,
..8...32..1....4.............261.8...894.5..1..68.3...5.3...6.4.....2.8...1.5...3,26,42,13,2,0,3,0,0,0,Intermediate,
36.......8....245..2.....96.92.....5.4.13......1.9...8.....68.2........9....8..3.,24,49,8,0,1,3,0,0,0,Intermediate,
37........4...179...5..8...1..32..4....57.2......1....5.2.......91.4..5.4..9...7.,25,42,14,2,0,4,1,0,0,Intermediate,
1.....4....7.......8.6...3......53..4..31..7....86....3..1..9..94.57.......4..8.6,24,35,22,2,0,1,0,0,0,Intermediate,
3....9.8.....5.3...4..2..5.6...75.....4....9.87.3.4.....35.7.6.987.3....5..2.....,27,41,13,1,0,0,0,0,0,Intermediate,
...1......52...38.4.89......9.6..1...4...3.96...8....353......9.2..54..........1.,24,42,15,4,0,0,0,0,0,Intermediate,
..584..7.28......64.73...2...341........3.75.......63..............6..8...25.7...,24,49,8,2,0,0,0,0,0,Intermediate,
.7..2.....9.....4....35......529.....4.....131...7..69..95..67.2...3..9.........1,24,36,21,1,0,2,0,0,0,Intermediate,
.9...48.3.5.6...122..........6.....5.32.......1...8.......4.5......85.6....2364.9,25,44,12,1,0,0,0,0,0,Intermediate,
.7.6.1..5....7.6.1..8.4573.3......72.61...5....2.3.1...56..3...2...............86,27,48,6,4,0,0,0,0,0,Intermediate,
