Puzzle,Givens,Singles,Hidden Singles,Naked Pairs,Hidden Pairs,Pointing Pairs/Triples,Box/Line Intersections,Guesses,Backtracks,Difficulty,
..74..5..9..26..7...5.1...33.27.4....5.1.....4...36.....6......7.36.9.121........,27,79,12,0,0,0,0,4,6,Expert,
5.9....16..27....4....9.....1...9...8....1.95.4.58..6....47.2..2..965.....4......,26,39,15,0,1,1,1,1,0,Expert,
4..8....5.8..53....1..4...8...7..8..6.2....5.1..3..2.7..6.3.14....6.1....2.......,25,73,10,2,1,5,0,2,2,Expert,
....4.658.....9.....2.....4.43...8..5....1.2..2.6..5...5...496.6.1....329........,25,56,20,1,0,1,1,3,2,Expert,
....4...1.4.93.7.6.61.8.5....7....9.8.459.........78...5...6.....8...3....9......,24,39,17,0,0,0,0,1,0,Expert,
2......1861...9..7.5.1......7....2..1....25.....97..8.7.25.....5462.1......6.....,26,41,25,2,0,0,0,2,2,Expert,
..3.....6..9.83.1.....4....4..356.9....1.......1....4..3...817..57....8.8..5.1.3.,26,47,23,4,0,0,0,2,2,Expert,
........8.2.........3.7..9....23..5.....9..3....8572..8....6..4.64...9.57....5.63,25,53,15,1,0,0,0,2,2,Expert,
.9..542.....2..8.36....95....2.......6...34.5.84.9.....36........5..6..2......18.,25,60,16,3,0,1,0,2,2,Expert,
.....9.18..6.2.....7.......5...92.7..1.3..5..9.8.5...2.....6..7......6.3..2..7.9.,24,30,30,0,0,2,0,2,2,Expert,
.68.....7.7.5..2..2.4..18.5...1.8................2...441..7..9..8925...17..8....2,27,39,14,2,1,0,0,1,0,Expert,
....48.7....21.6.4.....9...2......8.1.54..2...648...9..........84.97..6.692......,26,100,21,4,0,2,0,12,12,Expert,
.7.2.834..4.1..8..2..6......1357....6.7.......2.8...1.7.2.......8.......5.14....6,26,80,13,3,2,3,0,5,4,Expert,
.2.3.....6......25......9.889.2.37...6.........5768....4.6872.......9.......3.47.,26,59,18,4,0,1,0,5,6,Expert,
..5.7463.1..8.....3..61..82........5.86.3..........3.4.34.....65..7.14...........,25,62,16,2,0,4,0,4,2,Expert,
..78....519....6..4.8....17...1...5.215.9...8........9..4.21.7...198.4..6..5.....,28,54,12,0,0,0,0,3,2,Expert,
.....2.......6....619...47...4.....3...1.....1...24.9.75..1.34.....56.1.9..7..6..,25,38,25,0,0,0,0,2,2,Expert,
..8.7.5...6.1.5.......36........31....4....98.......3.15..698......1...44...58.7.,25,55,6,1,1,1,0,2,2,Expert,
29...1...1..59......76.......9..25....146..9.62..58.......4.8.2.....6...758......,26,34,20,0,1,5,2,1,0,Expert,
18.2.69...5..39....63....7871.68.......1.5..6............7..1.......8..3...3...9.,25,54,16,1,1,1,1,2,2,Expert,
....65.87...31...5.....7.1.......164....3.....1.4..2.3.81.74....7.6.....46...8...,26,44,19,2,0,0,0,3,2,Expert,
.86.19.3.....6..8..9...4...3.24..91.....2.5..5.......3...2..1.....146.......38.45,27,35,18,1,0,1,0,1,0,Expert,
..15.....32...9......2..4.1.5....23..................6.96.3..85..5.841..2......6.,23,43,13,1,0,0,0,2,0,Expert,
............5.1...9..34.....3..6.49..4..39.1...74....5..5.9..3.2.....5....31.296.,26,41,18,0,0,0,0,3,2,Expert,
..4.8...6......82...9.72..1....1.........37..6....72....7.4..921..2.93...3.......,24,71,25,3,1,3,1,6,8,Expert,
2......1..46.9.7...75.6..9.....7.9.2.....4..3.....6...........7..7.3.4214..1..36.,26,45,16,2,2,1,0,2,2,Expert,
.42....19..7..1.263........51.4..23....5...9..3..6....62...57......47......2.....,25,49,16,1,0,2,0,3,2,Expert,
......7.16.....4....5.....6..2...17..5......91...59.8...147....5.76....8..9.18...,25,44,18,2,0,0,1,2,2,Expert,
18....653..3...78.7.6.......9..2.....7.5...3.8....9..1.....5...3..8.651.......9..,25,59,9,4,2,2,3,3,2,Expert,
5.8.4...2...3.....1.7..53..4.......3.......9.79..8...5....19.48...43.7.9..457....,27,82,12,3,1,1,0,7,10,Expert,
4..5...7..6.42.3..7...8..........4...1..6.....3.1..7.6..8.1...3....5.........6251,24,56,22,1,0,2,0,2,2,Expert,
.....2....146......6....3....382.5...82..3.4.6.........3.....6.4...7..1...5.1.8.2,24,43,13,2,0,1,0,1,0,Expert,
.3.7.5..2...8.....9.....7....1.....44.5..7.3.79.4.18.5....1..29...3.......4...5.8,26,58,9,0,0,0,0,2,2,Expert,
.8...9.6.3....48...5......4..5.......4...1..961..5..37...9.....1.....3.843...8..6,25,46,23,2,0,1,1,3,2,Expert,
2..13.8..1.8.4...9....8.6.4..6..4...9.12....7.4.9....6..3...4.1...........9...3..,25,66,13,2,0,0,0,4,4,Expert,
.7..9....3.4..5......7.3.....93..41.............14.987298..4.7...7...39...1..7...,26,32,22,0,2,2,1,1,0,Expert,
9..4.86.........27....5..8..64......18.9.6...........52...........8.9.4....7.18..,22,48,10,4,1,6,0,1,0,Expert,
....5....2.4..97.......4.........17.4.7....25.51..7.4..6.98.....987.......2....1.,24,49,19,1,0,2,0,2,2,Expert,
7...9..5..346.572..6.4.....6....7..5..2..8.39...269.....9.......4........8....59.,26,57,11,1,0,4,0,3,2,Expert,
.34...12.............79...49..37..46...2......7.4...935.........9...2...6179...3.,25,33,22,2,1,3,0,1,0,Expert,
..56329.....75.8....61.....2..59..7.......5.2......3..9.12...3....8.37......1..5.,26,54,10,0,1,0,0,2,2,Expert,
9..3.6....25...6........8...1.......6.34..2...8...1..42..5..9.83......2...8.4.5.1,25,33,21,1,0,1,0,2,0,Expert,
..1.3.6....8...35.25......8........5..2.7..3....6.2.84.....1.6....2.5..14.5..7...,25,75,29,0,0,2,0,8,12,Expert,
...7..6.3....4...867....14.46.39.7..1...64....9.1.7.8.......32.........43...2..1.,27,64,3,1,1,1,0,2,2,Expert,
....3.6...374.6...4.....72....8.1...64.......8.2.......1..5.2..3761...5....7.31..,26,37,17,2,0,1,0,1,0,Expert,
..74........87.15...49..3..9.....4..156...97.7...9.61343.1..8...........6....4...,27,64,17,2,1,4,0,6,4,Expert,
....8...64..3.691.21.....8.16........8.....39..3..4...5...4....82.....5...9..1..2,25,91,6,2,0,0,0,8,10,Expert,
..36...9..9.1.4..34....2....3.9.14.....5.6.2........8....4.981...9........28..6..,25,51,28,4,3,6,0,2,2,Expert,
....73..86.8.....5....54.6..3........8....2.7..6...5.17...1.4262.5.3.............,24,94,14,1,0,3,0,13,18,Expert,
7...6..8..5.4.........3.6.2.4.6.71.536..5.7.4..........24.....8...2.....8..1....6,25,66,12,2,0,2,0,4,2,Expert,
..658....7.........8..32....1......72..6.8...6..29..3.8..3.......7.6.....25.176.8,26,40,14,0,0,0,0,1,0,Expert,
136...72.......8.........4...5...4.8.7.4..2...8...1.6...8......2...1.67.....56..1,24,42,29,0,0,1,0,2,2,Expert,
6.8..4.5.....7.6...7..3.8.11...............137...465.9...7...36....69......3.5..8,26,59,10,1,0,1,0,3,2,Expert,
...8........92.....4...52...9......6.524.6.916.3...5.8.1.59.....25.43..9.........,26,74,13,1,0,2,1,4,4,Expert,
..5...9......19........2.4...9.87..4.5.....9..173.5..8..3.........23..1.2.4.71..9,26,48,18,0,0,3,0,2,2,Expert,
5....69.19.4.1.76.....7.3.....5..6......6.......8...45..67.9.3...9.3..8..3....4..,26,122,21,4,0,1,0,16,24,Expert,
2.....98...9....61368...5.71...6..9.8..27.....5..1....62378..5........78......2.6,29,36,14,0,1,5,1,2,0,Expert,
........4..17.......7.42.8.7..5.3.......8....14....3....289.1..9.5....4.31..7...2,25,43,12,3,1,1,0,1,0,Expert,
......1.7....4....8.1.27.......6.24....8.......27..51816..5.8....73...6.......4..,24,45,11,2,0,2,0,1,0,Expert,
.....52.....7...........149...1..4....46..792..9....8.6..97....9.2.4.5...412....7,26,38,30,0,0,1,0,2,2,Expert,
3....45.9.8....3...7..9..8...9.2187..12.3...4..54....3.......2.....4...1.9.7.....,26,47,7,1,0,0,0,1,0,Expert,
26......8...8.........96..4.4.7.29...1..........98..5....5.4.2...52...9.....6....,22,36,32,0,0,0,0,2,2,Expert,
.9..15.3.1....486.43.6....9.....32....1......9......58....26....5.8..64.8..3....5,27,42,11,1,0,1,0,1,0,Expert,
.....5924.3......7..5..1.....17.24..9.7.1.6....6..95..4..6.....653...7...........,25,49,6,1,1,0,1,1,0,Expert,
.....98....4..71..65..3..........3...817.4..9..79.......3.....486..7............5,22,45,13,5,0,4,0,1,0,Expert,
.9.........89...47...63.2...6.72..8..1.....9.....8.6......4..237....3....81.6....,24,89,11,3,0,1,0,6,8,Expert,
3.4..2..56....9.7..5........3.....27.69..7....85...64.....5..6...........92...7.3,24,50,7,5,1,3,1,2,2,Expert,
.4......7..9..846.18.6.4.......27..8...9............912....9...9.68.3.2....27....,25,45,10,3,0,1,0,1,0,Expert,
.4....7....5.....28..2...3......1.4.5.8...9..47......8.9..1....7..3..2....3.89..1,24,58,15,2,0,3,0,3,2,Expert,
7...2....2..9.54....5...3....834....19....2..5..8....7.....7.......9.5...8.2....4,23,82,10,3,0,2,0,4,4,Expert,
..5....7....29.......6....34....1.5.13.7...6..5..3...16.7..4.29...56.....4...7...,25,51,15,1,0,1,0,2,2,Expert,
.7...456.2.4..38..95..8.3.2.4.2.7..67..........8.....3.....9..5......2.83...5....,26,120,24,2,1,5,0,12,22,Expert,
72.1...5.9....8164..........6.......1....682......2...2...4..17.4..9......57.....,23,58,10,2,2,1,0,4,4,Expert,
51........74..2......18......17...92......46..5......7.4.2..9.....5....6...61.725,25,75,30,1,1,1,2,7,8,Expert,
...1.5.8..2.........978..2....4...1.6.79..4.......27.67...6.......2.....1....8..5,23,55,13,1,0,3,0,5,2,Expert,
3.....9..87...6....5.......19..6.5....7.9538......3...2....1695....39.12..1..283.,29,57,13,1,1,4,0,4,6,Expert,
4..9.6....2......919..8.47.9......52..4..5...71..6.8.....1....4.....4.6......8.9.,25,100,7,0,2,1,0,12,10,Expert,
..9.........81296..6......53...59..4.8.43......6...1..6..2.14......43....5.6.....,25,60,16,0,0,1,0,2,2,Expert,
3945......5..36.1.......5......8.......6.4.2.1......4.4.9..1..5.1.85...66..4....2,26,46,24,0,0,0,0,2,2,Expert,
...2....5.....7.....4...9..6...9.2489.3..8.6..427..3.............9..64...56.79...,25,29,28,2,0,1,0,2,2,Expert,
.....6.9.1..2...63.7.....5.3..4....5.65.273........9...2.6......5.74..26........4,25,44,26,2,0,0,0,2,2,Expert,
.......8..6...9..3....61.....3.85..7.1.........7....6.1..9.3...7.....21..98.5..3.,23,55,24,2,0,0,0,2,2,Expert,
...35..9......6.4..23....58.589....63.9....74.62.785.....7....3....62......5.3...,28,47,5,1,0,0,0,1,0,Expert,
...9.527...27..5.61...6.4......749182..........8...6...7...1.5....45..6.......7..,26,49,16,0,0,1,0,3,2,Expert,
........8.3....9..674......9...6..52.....87.6.5...4......5.9.......8...752.7.3.9.,24,37,19,1,1,2,0,1,0,Expert,
.4.....3....6.5...8.....4..6.........1.48..57....5...3...83..7..7...1.85..9..4.6.,24,35,21,0,0,2,0,1,0,Expert,
..7..1.89...48..............86.......2.1....7.74.932.8......1..2.13....496.2...3.,26,36,16,1,0,0,0,3,0,Expert,
6.....9...1.....5.98..1...........75.9.....8..632.......1.69.3.85...3.1..2.18...9,26,56,7,1,0,1,0,2,2,Expert,
......7.27...4.16.6.8..2..3.....7.3.4...1..98......2.....2.981..846........1.....,25,49,17,2,1,5,0,4,2,Expert,
.4..2..........8317.9...........2..8..53.794.372............7...8....4.32....45.9,25,51,4,1,0,0,0,1,0,Expert,
2..............8.1..65...23.......92.4....13.3.5...4....9.2...6.8215...44....6..9,26,75,8,0,1,0,0,4,4,Expert,
...1.9......72.3.91...436...6....17..3.....52..5...4....69....5.2.6.....5.3...9..,26,61,17,0,0,0,0,5,4,Expert,
......7...19..68.436....29.....92.......47.1....3......2..3...6.3..691....7.14.8.,27,55,8,0,0,1,0,3,2,Expert,
.1..7.3..2.5......9.....8.1.5......77...12.63...5..91.6.........79.5..38......7.2,26,36,18,0,0,2,0,1,0,Expert,
.1...398................534....5......7.3.15..9....47.4..27....3...8..17..5.9.8..,25,31,26,3,0,1,0,3,2,Expert,
.6.1.4.......2...4.3.69.8..1.....35.2...6.9.8...3...4..1.9.3.2............928....,25,40,26,0,2,2,0,4,2,Expert,
.........4.7.81...1..56........436.5.5..7843.......12.5........2.1.3..7....826...,26,47,7,2,1,1,0,1,0,Expert,
...........3.28..1...4....94...8.92.7..9..4...32.......1...9..3864.1.7...........,23,46,24,2,0,0,0,2,2,Expert,
93...2..8..5....9.......5.72...1.8...8....7......5.914....39..2.59.......7.......,23,26,31,0,0,0,0,1,0,Expert,
7...529.18....1.....47...5......3.92.....5..4...92..........1....2..8.3518...7.4.,26,63,11,1,1,1,0,3,2,Expert,
.7.....2..83...9.75.6...3..3....46.86.....74...8.....9.6...2....9..3........75.8.,25,73,4,0,0,0,0,2,2,Expert,
2...65...19.8.4.5.8.6..94.....72..18........7..74..............6.....2...41....8.,24,47,22,1,1,1,0,2,2,Expert,
.8.7.........3....3.4.98....9362....2....9..6.7..........8..27.46...7.59..5......,24,41,15,1,0,1,0,1,0,Expert,
.96......5....9...847.6...2....2746....6....5..435....35...2......9......6857.9..,27,45,17,0,0,1,0,2,2,Expert,
.74...932.698..............321..............86....921.......67.4..68.193.....3..4,26,55,9,0,3,2,1,3,2,Expert,
8.9.....1.2..31......28.4......97....175........14...72.......9.7...98.4.48....52,27,50,10,2,1,1,1,2,2,Expert,
..5..74..8.4.5....92.3...6...8...57.3.95..6........2.9......3.........8..6..4..9.,24,40,16,1,0,0,0,1,0,Expert,
..9.182...28.5....13.2....5.....91......2.35........49.....6..16.....9349......2.,26,43,11,0,0,1,0,1,0,Expert,
.........8271......659....2...2.1657......3.1....7.8..6........71...8.9..39.5...8,26,69,19,2,0,1,0,4,4,Expert,
.9426.7..7....9.1.162........6...2.8....7.9....1..6.......8.3.784...7.9....6.....,26,30,24,0,0,2,0,1,0,Expert,
29...8.7.......9.6..8.........7..364..........3..4.8199..18.62....3.2.....749....,26,38,16,4,0,0,0,1,0,Expert,
...71.........2..34..6...7...3.8.7...84.....22...34..661...82.9...9..4..8......6.,26,34,19,4,1,1,1,2,0,Expert,
....8..653.......2.6.1.4..87....6......3......5687....2315...8..7.......5.8....4.,25,37,16,2,0,1,0,3,0,Expert,
4.......69..........71.....7..5.9.3..63.4.....9...1.4.5..69.4..84..1.96......8..7,26,57,10,1,0,1,0,2,2,Expert,
71..8.5.....9......5.....7...83...69.....6.4..7........8.67.1..4...........5.8.93,23,97,33,1,1,4,1,8,8,Expert,
9.........1.63.........5.........4....3..612..61.7.....7.3.2..9..94..5.1..591...7,25,58,23,2,0,0,0,6,10,Expert,
..5..9.........1.591......2.93.1..4...43.....5..86.9........2.6.....5.3...84.....,23,80,20,2,0,1,0,4,4,Expert,
.8....5.9.9...2.63...5...42.4......585..3....2..........7..4.2.5..8..67..3.7.....,25,64,29,1,1,0,0,7,10,Expert,
..3.....27....2.....83...7.389.5.2.......9.48.4..67.35..4....8.....7....257.....3,27,91,27,0,0,1,0,10,18,Expert,
.4..59.8.3...1.2....9..24.56.....5...8........1.....2............8.31...9...243.8,24,32,24,0,0,0,0,1,0,Expert,
..94.6..2.1......3..8....4...2....6...4...35.........8.85..2....2.6.41....65...2.,24,32,24,1,0,0,0,1,0,Expert,
.7.6...4..83......56..821.3.27865..1....1...24......6.........8......7....1.3.2..,26,43,11,2,0,0,0,1,0,Expert,
.35.92.8.4.8..7.............8...9.....2..4.9...43...525...8.17..19......8.3.5...9,27,58,10,1,1,1,0,4,4,Expert,
...8...9..1.....34......5.1.5...6.8..8..4..539.....6..1.3...7....7.61....9..5....,24,52,13,1,0,3,1,3,2,Expert,
1.....2.98.6...7....54...1.46.....877.....4...92...........4.7..5.82..9.28...1..6,27,44,19,2,0,0,0,2,2,Expert,
.4...179.2...794.3..75..1...3....6...........47.....3.35...7....1.62..75.2.41....,28,57,11,1,0,0,0,2,2,Expert,
...86..7.8..1.26..6..5391........3..932......5..9....22.1.8.....8....59.3..6.....,27,45,17,3,3,2,1,4,4,Expert,
......1.8...8...3..7..31...9......855..7..2.3..........3..2..1.2.4..7...1895....4,25,34,21,0,1,1,0,1,0,Expert,
1..5....7.6.3.....4......5...6....9.......7..71..54.2..7.6...41.4..912.5.....3.7.,26,39,15,3,0,1,1,1,0,Expert,
..89....1.9.....3.......7.8...6....5......1...87.5..4.3...85.17.61.3..........5..,23,43,13,0,0,1,0,2,0,Expert,
79.24.5.....6.....1....9..4...3.....54.....7........46..35.2.1..2.71..6......6...,24,46,21,1,0,0,0,2,2,Expert,
3....5..197..3.8.4.......3.8..17....79...8....1.5.4..3..24..5.9.........5.....2.8,26,53,16,3,0,0,1,2,2,Expert,
.57.2.....9.....5...1.8......26...37.1..9.5....35...2......92...6.7....3.2.....71,25,27,28,1,0,0,0,1,0,Expert,
.3....9..71.85..6..6.1...748.69.15......4.......3.5.......7...5..15.9.....7....9.,26,42,12,1,0,1,0,1,0,Expert,
.41...8..72...6.3...8..7...6...1....9...23....1.7.92...7..............41..6.32..9,25,45,10,0,0,0,0,1,0,Expert,
..39...2.4...........86..95....23...6.8..9...92.4.7........8..9.472......8.....43,25,28,27,0,0,1,1,1,0,Expert,
..4..6.......79..3..1...76....13.....4...2....5......65..26..9..2..9..14..7......,23,52,28,0,0,1,0,2,2,Expert,
..1.....6.7..4..126...7.......3..5..25.....6..14.....9.2...14...9.6..3..4.59.....,25,29,26,2,0,1,1,1,0,Expert,
..9.....2.8421..........3....2.......1.3..2..73...1.4.....9..17..1...4...5..7...9,23,30,27,0,0,1,1,1,0,Expert,
.....8..5........4......72.9.8..5.7..648....17...249..8.51.6.....9..2657.....7..8,28,48,7,2,0,0,0,4,2,Expert,
.1.64.8.....71......42.5.1765....2..1.....6.9..9....5.9.81....2............56..7.,26,75,37,2,0,4,2,13,20,Expert,
.7..5......3......4.....3.....2......67.......1596.2.4.3..1..27.91.2..6..5.3..9.1,26,81,21,1,1,5,0,5,4,Expert,
.5...3.6...4..........15..3.87.........1.....64..38..54.....2..7.52...48..16...5.,25,58,21,0,0,1,0,4,4,Expert,
........37.2..15...5.7..61..6.3..4..8.........2..14..5..1.....66.8.4.2.1.4.......,25,60,15,3,0,0,0,4,6,Expert,
8....3..72....8...4.1......13..85....8.1.6.53..2....6....734..56............5..1.,25,40,15,1,1,1,0,1,0,Expert,
.387...4.49....1....1...5......63..5.........17...9........47.......6.38.8.39...1,24,67,21,1,0,3,1,6,4,Expert,
6..3...1.7...86.4....1.4.8..3...........7........35..9.71.6..3..8....79...4..15..,25,53,22,2,2,3,0,2,2,Expert,
.2..5.9345.....6...3.8.6.2....2...8...8...4.33......7....5...4....97.3....9.8....,25,37,18,2,0,1,0,1,0,Expert,
..45.3.7.......5.9.9..7....2.39.5.....7..2.....5....18.....1.5.1.94....3....3...4,25,97,24,1,2,4,0,9,14,Expert,
........776........38..29..........24739...1.61....7...4...3.9....8..3.6...41....,24,56,21,5,0,2,0,7,4,Expert,
.3...74.8...4.8.5..4.15....583..2....7......4.......3.....6....2..781...4.....5.7,25,48,23,1,0,1,1,2,2,Expert,
..8....1.7.6...39....74...6...6371.....92.....1.......6..3...2...9.7..6..23..8...,25,56,17,2,1,7,0,3,2,Expert,
.527...8.9..4.3..67.....3......9...26..5.8.....3......2....9..5.68....734........,24,128,5,1,1,0,0,10,16,Expert,
.9.......41..36...7..54...3..7.9........5..8..5.6.3.49..9..7...6.8.....453...4...,26,57,23,2,1,3,0,4,4,Expert,
..7..586..35.....796....4....9.....86........37......5....472...8..56.3.....82..6,26,36,17,2,0,1,0,2,0,Expert,
81...9..797..5.4.1..3......75....189....185..............3.5.......7..6.3...61...,25,44,14,1,0,0,2,3,2,Expert,
..3...68...6......45....3.77..63.4...9..87...8...197.3.4.1...5..1...........9....,25,48,6,1,0,1,0,2,0,Expert,
29..83.....5.4.2...4.....9..7......83.....17.5.8...3...17..4..9...7..81.........4,25,42,18,1,0,0,0,2,2,Expert,
.4..369..9..7.......34.5.....4......5.1...34....5.461..276.1...1.......2.9..52...,27,69,12,0,1,4,1,2,2,Expert,
.73..8......26..7...8....9...74.65......7....45.92.86......7.46.....5....8.6.....,25,51,4,0,0,0,0,1,0,Expert,
...23.........6......1.92...45......8..9...6561..2.43.39..41....8.3......5..6..2.,26,33,21,2,0,1,0,1,0,Expert,
68..7.......2.3.18....8...95..1.......9...73...7.9.28.21.......7..62.....9.......,24,30,25,3,0,0,1,2,0,Expert,
.......3.1..74..9.4.5......93.5......56.9..7.7........64.....17....5.86...74.1..9,26,40,14,0,0,1,0,1,0,Expert,
43....2....16..4..7...9......6...3.1.74..1...8.9..........8...2......19.9.72...4.,24,38,18,1,0,3,0,1,0,Expert,
..7..32............3..6..497.......636..4189........12.9..847....87...........13.,25,56,15,0,0,2,0,2,2,Expert,
....29..3.72......6.....98..9..3.1.7.3.1...5...........1....2...57..86........598,24,46,10,1,0,1,1,1,0,Expert,
7....3....81.9....4...1.8...6....3.1.37...6....8..5.......4....34...7.....9.814.3,25,38,15,2,0,1,0,3,0,Expert,
...8.9...2...4..7.8..1...3..67...9..41...87..3.8..46.11..7.......3..21.......3..4,27,49,18,6,0,0,0,2,2,Expert,
..........259.7...3.9.5.....76......2.........54.96...54..6..13.1....92.6.723.45.,28,49,8,0,0,0,0,2,2,Expert,
5..4.....13..2..4..2..8......2...7.1........64..1.35..3..8......87.1........6..54,24,54,5,0,0,0,0,2,2,Expert,
..4...75..3..........9.18....6..7.....3..9..7..5...16..6.5..49.4..1.3..6....9..8.,25,84,17,2,2,1,1,7,6,Expert,
26.......18.6..59...9...4...........8....5.6..53.9128.9...5.1.4.3.......4..9..6..,26,39,15,0,0,2,0,1,0,Expert,
.3.71..8..1..2....2..3.6..7...........7...268...8.43...764...1...9......14......9,25,43,12,3,0,0,0,1,0,Expert,
......6.....391...8....7.51.9...5...3..86..1...69.........4..959..1..7.6......138,26,60,5,4,3,2,0,2,2,Expert,
......6...64...7.127.....9..3..8......832...4....16..969.2....3.4....9.7...4...2.,26,60,10,0,0,0,1,3,2,Expert,
..6...4.84....8....7..5..3....1..8.7...8.6...5.497..6..3.76.1...17.........5.3...,26,45,26,0,0,0,0,5,6,Expert,
.42....37.9...25..87.....4..1.9...72.53..........3...8.2.18......9.75....8.......,25,85,10,2,1,2,0,6,6,Expert,
.....756.9....6.3....5..1.9...4....8.81.......537..4.......87......7.954..9.....3,25,38,17,2,1,2,0,1,0,Expert,
..2.....37.....8...84...16....4..2.....261....4..38.9.9..3....8....87..1....9.6..,25,35,20,0,0,1,0,1,0,Expert,
..8.1......379..4..9..42.5....9.....75.3.84...3....79..4..3...2...2....9......1..,25,47,8,0,0,4,0,1,0,Expert,
...26..13.....8...........9..2.5.78...9.2...6...6...5..137...2..76.......8.9.3..1,25,50,5,0,0,1,0,1,0,Expert,
