Puzzle,Givens,Singles,Hidden Singles,Naked Pairs,Hidden Pairs,Pointing Pairs/Triples,Box/Line Intersections,Guesses,Backtracks,Difficulty,
.567..31.......7.4.3.....5..8....49.........5..41..6...953..1..3......67.4.9.7.8.,27,54,0,0,0,0,0,0,0,Simple,
5.4.3...1..3.6.7...9.1.4......8.1....8549....6....3..........8...7..9..64.9..537.,27,54,0,0,0,0,0,0,0,Simple,
......5....954.7....8..7..6..516.489...2.8.6..6......1.1..5........2.....7.9.....,24,57,0,0,0,0,0,0,0,Simple,
2...97.1.17..2...3.453...2......2.754...............34.9..31.48..........1...859.,27,54,0,0,0,0,0,0,0,Simple,
...28..5..9.67..8..4.....76...9.1.......62..1.7.4....5.17..9.2..2.......5.8......,25,56,0,0,0,0,0,0,0,Simple,
.....9...........8...57......3......7.1..83.4.9..3..16.89.4..6..3..61.97..78..4.5,27,54,0,0,0,0,0,0,0,Simple,
..9.75..6....4..59.2....7....3.....1...35.........6....1...4...73...1.425.62.7.3.,26,55,0,0,0,0,0,0,0,Simple,
..83.61...9.1.5..85..9.4..6......5731........734...8..9....1..784....615.6....3..,30,51,0,0,0,0,0,0,0,Simple,
3.........465.29.1.18.3.4....2.9..4...5...1.2.....5.9356....219.81....54......6..,30,51,0,0,0,0,0,0,0,Simple,
....7.1...81..36.........5349......86...347...7.....9........14.....89.5.3...7...,24,57,0,0,0,0,0,0,0,Simple,
698...47..........4.7....6........2.1..43.6......679..96.8..243.12........3....8.,26,55,0,0,0,0,0,0,0,Simple,
.51....3.46....17.3.....5.4.452..........5....7...8.....86....31....2.....6783..2,26,55,0,0,0,0,0,0,0,Simple,
8..1.....1..9.83.7.56..4..9......194.14...6......7...5..9..7.5.........8...3....1,25,56,0,0,0,0,0,0,0,Simple,
..5.3..9.....973.6.79...2.....2......1.6...75....83......52...1....6...2.5...8..9,25,56,0,0,0,0,0,0,0,Simple,
.......86....6.9.1...3......816.3.94.59..8.........1...1.4.95..4...3......3..57.9,26,55,0,0,0,0,0,0,0,Simple,
4..736.8.9..8....478..1..2.3.6..91.....2.......1..........6..7..3.....4.8..3.....,24,57,0,0,0,0,0,0,0,Simple,
..59.........84.9.34.2.6.1..9.6428..43...9....5...1....8.....6.16.4.3.....4......,27,54,0,0,0,0,0,0,0,Simple,
.4.....3.....8.2......9.5.7......4.8.......2..8..419.33....7..29..1.2.4...7..9.5.,25,56,0,0,0,0,0,0,0,Simple,
...8.24.....45.1.........727.3.1...4.....75.8..82........3.9751...5..3..3...2...9,27,54,0,0,0,0,0,0,0,Simple,
..6...2....756.43....2796....9......3....8.....2.9..7.8...47....946......5..2....,25,56,0,0,0,0,0,0,0,Simple,
97.8.63..2.....8....6.724...37..5.825..........4......8.3....4........65.5....9..,25,56,0,0,0,0,0,0,0,Simple,
7..51..6....27.3....5.....81.....5....6...2..98.....768.7.....9.........6.2.9.15.,25,56,0,0,0,0,0,0,0,Simple,
.....6..3...24...5..1.93..6...56......9..8........1.4..164..2..923...8....4....51,26,55,0,0,0,0,0,0,0,Simple,
..1.7..49............49.3..52............8....3....7...5.7....1...5..8.338.24..97,24,57,0,0,0,0,0,0,0,Simple,
...963.8..6.4..12..4....73.78..9.........731.3......6......9......2.6..1...8..47.,26,55,0,0,0,0,0,0,0,Simple,
......5...1.....7..87.......9.5....2..8..345.2.........79..5..83.54.8..9....721..,25,56,0,0,0,0,0,0,0,Simple,
87..46.1..6.9....7...1.....945....8......8...2..56....51...72..6.4..2......6.9...,26,55,0,0,0,0,0,0,0,Simple,
...4...5....82.3.65...61..22...98.4.1....2..9.......3................165..5.4..8.,24,57,0,0,0,0,0,0,0,Simple,
5.8..3.....317.....6.45....9...67.....7.3.......5...73.41......38..9....7.9....34,26,55,0,0,0,0,0,0,0,Simple,
9.1.....7.53.24..928...1..5....4.9..........3....7.8....2.5.43.....187...4.3.....,26,55,0,0,0,0,0,0,0,Simple,
.87.....61..268.....317.5......1.46..1.74...5.2...37.1...82.....6..54...........3,28,53,0,0,0,0,0,0,0,Simple,
..6.......25....4..7....28.25.........9..5.....16.4....92..75.....4..8.64.75.1..2,26,55,0,0,0,0,0,0,0,Simple,
...9.6..5..923..74.2.4.7.....6.5.1..4.7.2.6........5.3.6.......372......5.1.....2,27,54,0,0,0,0,0,0,0,Simple,
1.25..9.696....7....4...2.12..7..15..9.4.5...7..2..............6..17.....13.4.5..,27,54,0,0,0,0,0,0,0,Simple,
..37.26.........7.....485.27.2..5.....4.837...8...92.4......3..6.7.5.9.8....9....,27,54,0,0,0,0,0,0,0,Simple,
.3..7.654...............7...7...3..2...9..5..42..653.9....5....6.17..9.....4.9.2.,25,56,0,0,0,0,0,0,0,Simple,
..72...........7.24........1...7..6...36.9.7...8.3.9...127..3.87....8..98..1..4..,26,55,0,0,0,0,0,0,0,Simple,
..4..1.........9.............37..8..172.8....5..49...3.8.2...14..7...39..9...52.8,25,56,0,0,0,0,0,0,0,Simple,
............94.3.6...83.95.........7.3..9.5.....786...4...5..2.8.32..7.492.6.....,26,55,0,0,0,0,0,0,0,Simple,
6.3..41.77..6.3..8...............42.....49....21..76.3.6..8....8.41..2...........,24,57,0,0,0,0,0,0,0,Simple,
.......2.91.....83.3482.7.5.7...1........5.....8........92..1..15..48.7..4.3.....,25,56,0,0,0,0,0,0,0,Simple,
...6...59.....243.....14..6..83...62.......1.....98..33.95.......1.2..8...28..5..,26,55,0,0,0,0,0,0,0,Simple,
.5.......1.47...526...2.14.53.6......4...3.......957....123....4.5.......9......7,25,56,0,0,0,0,0,0,0,Simple,
............3....1..81.....8.794...623.8.1.49..46..8.7........3941.6..7.6....8.94,29,52,0,0,0,0,0,0,0,Simple,
..9......5..479...6....32.8..6.8....27.53....9....6.....4..8..28..........5.4...7,24,57,0,0,0,0,0,0,0,Simple,
42.7..1....3...7......1......7.3..9.18.......2...7.6...6.39...4.7....389....2..1.,25,56,0,0,0,0,0,0,0,Simple,
.7.4..........6.9.3.8.15.6..86.3...9.947...5.5.3....1.....59...4.........1.3.7...,26,55,0,0,0,0,0,0,0,Simple,
........9.29..4178.5..1.2......215......9..........612..7..546..........5..78....,24,57,0,0,0,0,0,0,0,Simple,
......3....8.6.1..96..4...2.....28...5...963.........14.....96.69..3....532....4.,25,56,0,0,0,0,0,0,0,Simple,
....374..8....4.2.97...2.18..76..8..14..9....62...39.....4.92.7............2.....,26,55,0,0,0,0,0,0,0,Simple,
..9.61..85...9273...2...5.........65..1...........93.27...386..1.5.7..8....6..2..,27,54,0,0,0,0,0,0,0,Simple,
8.....9.5524.8..71.9..........7.4..2.....2...........848.....2..5.9...177..2.1.6.,26,55,0,0,0,0,0,0,0,Simple,
7..5......9.....4624.638..5.5386...9.6.7.....8............5..936....9......2....4,26,55,0,0,0,0,0,0,0,Simple,
.71......46..9...39.21..67.......4.1.....1.38.....6...6...4..9.7..9..38..4.......,25,56,0,0,0,0,0,0,0,Simple,
...7.9...............253..7...3.64......9...3.4.....25.61.423..49......23.51...7.,26,55,0,0,0,0,0,0,0,Simple,
....7.1....91...4.7..2.9..64.............73..6.2...47181...........6.29.....8.6.7,25,56,0,0,0,0,0,0,0,Simple,
947....8...2...3..3...79.....1.4.95.........25...9.43.7.....1....8...7..45.2...9.,26,55,0,0,0,0,0,0,0,Simple,
.....6..5...74....3....1.....5....2.4.7.9..63..1.349.......9...6.....27...36...54,25,56,0,0,0,0,0,0,0,Simple,
....2.36...6..4..1.9..16.2..284.7....1..3.8........7.........84....69....61..29.3,27,54,0,0,0,0,0,0,0,Simple,
.8.15....3.5..8.1.....7.4......4.2.....7........82....5..48...746....3...7..12.8.,25,56,0,0,0,0,0,0,0,Simple,
3....76.4.1.......7.5....2....1.6..52......47..4...8..6.7...1..1.28....6.48....7.,26,55,0,0,0,0,0,0,0,Simple,
.21.5.9..7...463....9...7...3.7..4.9.12.....69.4....1.............4....25...3.1..,25,56,0,0,0,0,0,0,0,Simple,
3.69.8.5..............6.1....9.534..5......1...1.4..78...67..........391..4....8.,24,57,0,0,0,0,0,0,0,Simple,
....2.34...271........3.9.....9.........4.7.......36..7.4.95.2.1.......6.65..2.93,25,56,0,0,0,0,0,0,0,Simple,
1.6.92...........95.3..6..4....4.3...3..5..46.6.9..7.2..9.....14.7.....5....3....,25,56,0,0,0,0,0,0,0,Simple,
46.73....3.25....719.6.4..3.......1.6..957............2..3..6......92.4.5....1...,26,55,0,0,0,0,0,0,0,Simple,
3............7...4...2....6.15.496......2..7.9.2..15....3.1...56..5.3...7.4.9....,25,56,0,0,0,0,0,0,0,Simple,
.4...8.....69.....38.1.......72.4.9..1.8.724...3.6..1.16..8....2.....3....8..2...,26,55,0,0,0,0,0,0,0,Simple,
..7.6....241....57......42.6.5..3........1..3..9..71.6..4....1.7...9......2....4.,24,57,0,0,0,0,0,0,0,Simple,
......1...........26.....4.4..5..21.7.6..289.8.5....7...9.2....6....9..71...4792.,26,55,0,0,0,0,0,0,0,Simple,
..........4...38.9712...5...7.......5..1.9...834.......8.42.......7.82.....35..7.,24,57,0,0,0,0,0,0,0,Simple,
.59.71.2......5...32..4.....4..5971..71........8.3............348..2......7.....5,24,57,0,0,0,0,0,0,0,Simple,
.8...9.3.21....8..5.3.7.....4.....5...8...41....53..8...7452.......98.2...1......,25,56,0,0,0,0,0,0,0,Simple,
.1528.64.....5...8....631..2.1...7..3.....2.....3.5...78........36........46..8.2,26,55,0,0,0,0,0,0,0,Simple,
...7.........5......796.....5.8..7...9.1.283.........9..9...15.281..6.9..6.3....2,25,56,0,0,0,0,0,0,0,Simple,
7.8.36.5...1..92...9.8...6.......7..65.17.3..1.........7..5...1..9.8..3.3........,25,56,0,0,0,0,0,0,0,Simple,
8271........3.86...4.7.......1....82..5426.1......5..6.1.63....7..........2......,24,57,0,0,0,0,0,0,0,Simple,
2....45....8.1....4.587.19....7.5.1......9......1.........6...794.....6..12.9.45.,26,55,0,0,0,0,0,0,0,Simple,
7.....4.....4.9......5..8.7...1....3..638597..........4..8..3....96....4.35..168.,26,55,0,0,0,0,0,0,0,Simple,
39..............3..28......432.5..8.........35...6...985.4...2..4..98.....13....6,24,57,0,0,0,0,0,0,0,Simple,
......6...2.9..3.7....259.8...3.9......56.8...6.78.4.98..47...2....937.6...8.....,28,53,0,0,0,0,0,0,0,Simple,
6..7...49..73...8.28...4.3...8.2........7.......6.3....7.....9....9...6142...18..,25,56,0,0,0,0,0,0,0,Simple,
.7..6.3...3.2.5...4.5.1..6.1....65........61.9......7....7.94.........53...5..2.7,25,56,0,0,0,0,0,0,0,Simple,
7.......26.4....8..9..5.34.........3.73..24.542.....9.9.6.......4.26.9..8......3.,26,55,0,0,0,0,0,0,0,Simple,
5...1......8.......9.3.46..42.5.......3.........938....4.2...8.1..6.....6..1...32,23,58,0,0,0,0,0,0,0,Simple,
..5.7....4...5...363.9..........86......1.5..3194.....5...4..6.7.6.81....98......,25,56,0,0,0,0,0,0,0,Simple,
..6.....81.....72.......1343.........5..2....6...1....2.1..8...734.56..1.65..2.43,27,54,0,0,0,0,0,0,0,Simple,
......86....742........3...1.7.5...6....1.2...6.8..4...3..2..4..8.46..5.......7.2,24,57,0,0,0,0,0,0,0,Simple,
39.72.......6...1..68..9......8.6..3....4....2.43....742....9...71.....2....1....,24,57,0,0,0,0,0,0,0,Simple,
.9.5.2..314..........4.6.....6...75.32...74.9...9.5....3.1.....714....3.2.9..4...,27,54,0,0,0,0,0,0,0,Simple,
5763...1...4.1...93..2...57..54.....4..7......2.63.49.6..9...3...........19......,26,55,0,0,0,0,0,0,0,Simple,
5.4632..9...8.954..8...1..2..8......4.32.....9.6........24..3.8...9..2.539....4..,29,52,0,0,0,0,0,0,0,Simple,
....95.2....8.61.5..6.2.9....2.5.8...7....6.......8.1......45....8....67...21..9.,25,56,0,0,0,0,0,0,0,Simple,
9..5....32...3.1.7....9........7..15.183...7......2......81.........76.28...5.9..,24,57,0,0,0,0,0,0,0,Simple,
.9.......4.6......2....1.8........9..8.......7451.68..5.9.17.26...6.5.....1..2...,24,57,0,0,0,0,0,0,0,Simple,
.8.....2.....41....572....1...7......29.....55.........95.8...3.7...4..823.9.51.7,26,55,0,0,0,0,0,0,0,Simple,
.69.7....8.5..3......5..2....6..........9...213..8.9.6..87.....2....65..3.78.9...,25,56,0,0,0,0,0,0,0,Simple,
.....1...4......7....82....1.59...46.8..179.......5.2.8......9...62..4..51...68.7,26,55,0,0,0,0,0,0,0,Simple,
.27..39.1.......2.......8.36.3.....7.9.....6.......38.........6.389.6714.1.74.2..,27,54,0,0,0,0,0,0,0,Simple,
6.28..3.981.....6.9...........4...8....6..4.7.7.91...2289.......6....83...3.....4,26,55,0,0,0,0,0,0,0,Simple,
.....39....2......8.7.193.2..13.8.75.25....4....7.4.1..5.......4.8...........14..,25,56,0,0,0,0,0,0,0,Simple,
8.16..4..5.48.3...3...15..8.....7.........149.........9....1..7.7...86.1.....659.,26,55,0,0,0,0,0,0,0,Simple,
....3..2743.7.1..6.86..2...1.....7...7..63.94.....42383..............94......9.8.,27,54,0,0,0,0,0,0,0,Simple,
2.....1...83....94.....9.7.374..6.821.2.3...7.6......9.47....318............7..2.,27,54,0,0,0,0,0,0,0,Simple,
7..........3...86.2...7.9.3194.8....87..9.2....6.......8..3..46..21....9.3..69.7.,28,53,0,0,0,0,0,0,0,Simple,
..56...7.928.....5.4.9......6.59.72.....4258..3......4.........7...8.2.9....6....,25,56,0,0,0,0,0,0,0,Simple,
.4..92...3.......75.234....2....8.5..3.........9.1..78....71..9..5..3...47.9.....,25,56,0,0,0,0,0,0,0,Simple,
..5......476.....2.2.4.7..8.1..9...62..6..4...971..2....1......78....9....296....,26,55,0,0,0,0,0,0,0,Simple,
.6..2...53.9..5..8...8.1..9..6.98...2..316...5...........942....4..8.6..9.3......,26,55,0,0,0,0,0,0,0,Simple,
....1.27..6........2..576..53.1.6......7..14.....23..9..5...7.......2..4.1..4....,24,57,0,0,0,0,0,0,0,Simple,
4.2.5.......14...9..5..9.3.6.1.7.....396.....7..5............4..6.2...5.15..9....,24,57,0,0,0,0,0,0,0,Simple,
76..18......5.4...9.8......4.9.67.1.6...4.....5.9.3....96...5..1.........87..1.4.,26,55,0,0,0,0,0,0,0,Simple,
......6..98.63..5..528......4.....86..6.....32..3..9..8...7....52.....74.349....5,27,54,0,0,0,0,0,0,0,Simple,
6.1.9.72..78...6.12.....93....4.....74..1...63.27.8........4........3.42.1.......,26,55,0,0,0,0,0,0,0,Simple,
.....16................64.1..8139...6...4897.4...2.....3........84...1...2..93.84,25,56,0,0,0,0,0,0,0,Simple,
8..62........9...8.5.4.......3....27....6..9..95..834.....7...27..........89.6..5,24,57,0,0,0,0,0,0,0,Simple,
26.......4.............6......2.1.85....5..6..5..8.4.79..6......7.81...25264..9..,25,56,0,0,0,0,0,0,0,Simple,
6.5......3.4.8...........4...9..42.5....5283...8.3..6.72...54.....6..3.9...3.....,25,56,0,0,0,0,0,0,0,Simple,
8.......212.6..........9.........8..9.....72.7...356.1.15....373....6...289.1...6,26,55,0,0,0,0,0,0,0,Simple,
14...6..2........3.2.1.37...9....2...........27..9......76..4...3..4.5...15..2.67,25,56,0,0,0,0,0,0,0,Simple,
.8....1...........1..5..2...934..8.....651...5.1.9..4..39....284..9...3.....2.9.1,26,55,0,0,0,0,0,0,0,Simple,
...3.6...7........3..82.....8.6.21.52.7....3451..4.7.81..7.8......251..7......3..,28,53,0,0,0,0,0,0,0,Simple,
1.578...9..2.51..4.8496..7.....7...6.....8..7..14.582..2..4.5...............1....,27,54,0,0,0,0,0,0,0,Simple,
63..5..7....7...8...7..31.....192..6......8....1.6.2.93....6..7....3.9.....57....,25,56,0,0,0,0,0,0,0,Simple,
......7...38........4...1626...5.84..8.......2..6.7.5..5.8..3.1....3.....625.....,24,57,0,0,0,0,0,0,0,Simple,
..6....23...4.1.....3.7...9...34.8.2.......1.....267.4..17..4.6...9....7.4.....8.,25,56,0,0,0,0,0,0,0,Simple,
...3..275..........2....43.71.2.3.......74....6..8...18..5...1.4.....6.7...7.25.8,26,55,0,0,0,0,0,0,0,Simple,
...7..5.2..549..6..7.....4.8.6...3..4...2...8.2.......3......7...7.3.6..24....8.9,25,56,0,0,0,0,0,0,0,Simple,
53....4...4..8..9..7....1..7.......88..59..16....46........36.7.....5......17....,23,58,0,0,0,0,0,0,0,Simple,
9.....4..4.82....7.3.....52..435.....5.8...9.....69......59...3....7..4....43..6.,25,56,0,0,0,0,0,0,0,Simple,
.83..6..429..74.8..4....29......8.....1.4...3.......67.768.........934....8......,25,56,0,0,0,0,0,0,0,Simple,
..2.....145.87......9.........9853.......3......1...2.52.3.987...37..4.5..4......,25,56,0,0,0,0,0,0,0,Simple,
.7...18.964...8..1.8..4236...9.6.1...1......8..6.392.....987....3................,26,55,0,0,0,0,0,0,0,Simple,
.....6.35.......4..........6....58..3..8...1...4.7362...7..1...4.2.3876..6.7..3..,26,55,0,0,0,0,0,0,0,Simple,
862........4.....3.....9.6.6..5.3..1..8....3.2.....649..9...8..3......1..46.8...5,25,56,0,0,0,0,0,0,0,Simple,
.486.....5....31..21..547.8....7.5.6..4....7..5..623.46..............8......8..5.,26,55,0,0,0,0,0,0,0,Simple,
4....2....1......8..6.9345..3926....2.....1....1.4....8..3...1...34.8.......59...,25,56,0,0,0,0,0,0,0,Simple,
.36..5.12....3679......16.......3.7..54.1.9...1.25.4.67.........61......923......,28,53,0,0,0,0,0,0,0,Simple,
1........934..7..........48.......2.6.......72...78.96.9..6.31..4.13.9....18.2...,26,55,0,0,0,0,0,0,0,Simple,
..8.7.6...1...2..9.........2...4..3.6.....9.2.84.....64.3..6.7..2.7......97...8..,24,57,0,0,0,0,0,0,0,Simple,
..5.....4..291.58...94...6.....2.7......5.8..86....1..5..7.2.......8........962..,24,57,0,0,0,0,0,0,0,Simple,
89.2...53.2....4.7.7.56.8..4.73....6........9..24..7..3568.......8.3.............,26,55,0,0,0,0,0,0,0,Simple,
4...327...5......1..28..63.2...8..4.5..3...6..13..6827...2........5.......1.64...,27,54,0,0,0,0,0,0,0,Simple,
....7..6.6.24...8.....89........8...2..3....9..8...5....5.4.6...84..7...79.2.3...,24,57,0,0,0,0,0,0,0,Simple,
..9...3...1.78524.8..1....59.8.2...327.548..1..1..........3.......81.......2...8.,27,54,0,0,0,0,0,0,0,Simple,
..5.1..4...16...87.8.7..9.....8.....4..9.............1.69.7....1...9542.5.4....7.,25,56,0,0,0,0,0,0,0,Simple,
....25.9874..6...2.......3...7..985...9.8..23.53.42..9...........5.38....2.......,26,55,0,0,0,0,0,0,0,Simple,
1.....5.....5..83.3..1...967..35.9...3...8.47....74.6..8.....7...5...6.3......1.9,27,54,0,0,0,0,0,0,0,Simple,
...4.31...5......8.....932...7....8154......3.189..27...47.2.9......1...........4,25,56,0,0,0,0,0,0,0,Simple,
...4.2.8..97.6.2.4....19.75..5...4..9........1.8.......516..82..7.8...59...2.....,27,54,0,0,0,0,0,0,0,Simple,
..8.2..7..26......71......595.....6..817.2..96.2.59.....4....5..97...1.8.6....9..,28,53,0,0,0,0,0,0,0,Simple,
3.6.......7......3..5...2.7..1..5.....8.....123..8.7.59172..6..65.3.71.8.........,27,54,0,0,0,0,0,0,0,Simple,
5...678...8..1.6..7..4.2..5.2.3..7.8.......366.....4.......85.4......3......4..1.,25,56,0,0,0,0,0,0,0,Simple,
3.....495...........8796......9...434.627.9.....68.2......3..2....42.3.7.....7...,26,55,0,0,0,0,0,0,0,Simple,
.7.3...1.....7........48.....8.52...6...3.5711......8.5......6.2.168.3.....2.5..4,26,55,0,0,0,0,0,0,0,Simple,
....2....5.8...31.97.......8.....27....91...81.76...5.26...3.9.7..2.516........3.,27,54,0,0,0,0,0,0,0,Simple,
25.4.......9..8.3..16.2...5.........6..9...53.483...2.........8.8..1........64.19,25,56,0,0,0,0,0,0,0,Simple,
7...3......4.59..385.7.4...6..9.2.....264...7.......8...9..8......3672..5........,25,56,0,0,0,0,0,0,0,Simple,
...27.....54..8...6...34....4.9..8.....7..2.43...62.....6.5....7.58....929.......,25,56,0,0,0,0,0,0,0,Simple,
.4..79..2...1....63...........3...1...5.14.2.4...6..7..63...4.....9...6....72...1,24,57,0,0,0,0,0,0,0,Simple,
......6.27624.8.9........8..98..7.6...6.3.....37.1.2.9...2....7.......31.8.......,25,56,0,0,0,0,0,0,0,Simple,
..9..........5.9..8......73.16...7..9.....1..52...1.8....2...5...18..6..3.79.6...,24,57,0,0,0,0,0,0,0,Simple,
.6....2.9.........9.8.4.65368.3..49...........2....83.79.6.4....5..2..7..3..95.64,29,52,0,0,0,0,0,0,0,Simple,
......6.1.......3.65......771.8.......8.....5.32.1.7.....4..1...4.12..58..6.7.4.2,26,55,0,0,0,0,0,0,0,Simple,
.........7..2......9.8....69.13.8.2.36.....58.7..61.3.8..9.7..1...6.3.......2.9..,26,55,0,0,0,0,0,0,0,Simple,
.2.......3..69.8.5..5....43479.6..3.8......6..62.7...9..6.......8......4..3.4.687,28,53,0,0,0,0,0,0,0,Simple,
...41......2..9....45...31.....4.......5.6......937..4..61..47..53.8...6..97..5..,26,55,0,0,0,0,0,0,0,Simple,
...3...14....27........6.8...7...3....6..5..78...3.6....5.8.1..7...52.4..4....8..,24,57,0,0,0,0,0,0,0,Simple,
94.....6..5.8....1..19....2........4.9..8.....1....5.3.......1...34.962...8.523..,25,56,0,0,0,0,0,0,0,Simple,
.54.........2..1..6..5...9.9......2.3...5..1..8....3...4.....6.8236.1.59.6....281,27,54,0,0,0,0,0,0,0,Simple,
2....5....9..4.....57.39.....3.5.....6....8..7896...4...6...7......23.6..284.73..,27,54,0,0,0,0,0,0,0,Simple,
2.5....1.......7.6..6.5......4293...19.46..3.......4......1.5..6..7..2....73.5.9.,26,55,0,0,0,0,0,0,0,Simple,
....4.....91.638..8.31...4.6.8....2....9.....1..8.....97..........2..17...6...3..,23,58,0,0,0,0,0,0,0,Simple,
5..21.....42.75....1.9.....7....8.1..2.......8..4...........75..7.13.9.4..98.....,24,57,0,0,0,0,0,0,0,Simple,
7..49..28....8.1.....51.6..428.............62..........192...74.....7.....59..8.1,25,56,0,0,0,0,0,0,0,Simple,
...5.........9.48....246.......14......6.....26578......19.5..49..4..1.6..2.7..5.,26,55,0,0,0,0,0,0,0,Simple,
..3...5.795....38...1....6...6...712.....9..67.....8..2....1...17..85...8......75,26,55,0,0,0,0,0,0,0,Simple,
.2189.5..4.3.....187...23..............17.......3..45....7.4.2....9....3....5.148,26,55,0,0,0,0,0,0,0,Simple,
..1..9..294.3.18..8..72..1....4.67..4.........9.......6..8...24.1..63....7.2.....,26,55,0,0,0,0,0,0,0,Simple,
...1..92.8..4...75........4.....5.3..1.9.75.2......789.....4.91.4.83.....39.5....,27,54,0,0,0,0,0,0,0,Simple,
3....52.9....8..5.26..798.....3.29..................7.9.25.8..1..7...583..3..7...,26,55,0,0,0,0,0,0,0,Simple,
...5...9...9..164.........22.....8..618.5.3..4..2.3.5.13.9.4........6............,23,58,0,0,0,0,0,0,0,Simple,
...4..8975.....6.3.......4.78..1.4.5......7.9..........5.38.9.4.7...1.6.43.67...8,28,53,0,0,0,0,0,0,0,Simple,
8....95...31..869....35.2...63...8........1..............2.57.198...63.5.2....96.,27,54,0,0,0,0,0,0,0,Simple,
6.1.2..8.3...........856...2..7.3.5.....4.62...........78435....2.18....1.4..75..,27,54,0,0,0,0,0,0,0,Simple,
